"sub","music","isi","type","residuals"
" c37","fastmusic",0.5,"w",39.0740740740741
" c37","fastmusic",0.5,"w",-48.9259259259259
" c37","fastmusic",0.5,"w",105.074074074074
" c37","fastmusic",0.5,"w",-33.9259259259259
" c37","fastmusic",0.5,"w",-24.9259259259259
" c37","fastmusic",0.5,"n",50.0740740740741
" c37","fastmusic",0.5,"a",-70.9259259259259
" c37","fastmusic",0.5,"n",-13.9259259259259
" c37","fastmusic",0.5,"n",58.0740740740741
" c37","fastmusic",0.5,"a",58.0740740740741
" c37","fastmusic",0.5,"w",4.07407407407408
" c37","fastmusic",0.5,"a",-75.9259259259259
" c37","fastmusic",0.5,"w",-34.9259259259259
" c37","fastmusic",0.5,"a",-2.92592592592592
" c37","fastmusic",0.5,"w",-20.9259259259259
" c37","fastmusic",0.5,"w",35.0740740740741
" c37","fastmusic",0.5,"n",-37.9259259259259
" c37","fastmusic",0.5,"a",-29.9259259259259
" c37","fastmusic",0.5,"n",60.0740740740741
" c37","fastmusic",0.5,"w",-43.9259259259259
" c37","fastmusic",0.5,"n",20.0740740740741
" c37","fastmusic",0.5,"n",11.0740740740741
" c37","fastmusic",0.5,"a",-32.9259259259259
" c37","fastmusic",0.5,"a",5.07407407407408
" c37","fastmusic",0.5,"n",100.074074074074
" c37","fastmusic",0.5,"n",-110.925925925926
" c37","fastmusic",0.5,"n",37.0740740740741
" c37","fastmusic",1,"w",-207.481481481481
" c37","fastmusic",1,"w",77.5185185185185
" c37","fastmusic",1,"a",32.5185185185185
" c37","fastmusic",1,"a",2.51851851851853
" c37","fastmusic",1,"n",106.518518518519
" c37","fastmusic",1,"a",12.5185185185185
" c37","fastmusic",1,"w",164.518518518519
" c37","fastmusic",1,"w",-100.481481481481
" c37","fastmusic",1,"w",-129.481481481481
" c37","fastmusic",1,"n",-180.481481481481
" c37","fastmusic",1,"a",-28.4814814814815
" c37","fastmusic",1,"n",15.5185185185185
" c37","fastmusic",1,"a",-107.481481481481
" c37","fastmusic",1,"n",-119.481481481481
" c37","fastmusic",1,"n",78.5185185185185
" c37","fastmusic",1,"w",-5.48148148148147
" c37","fastmusic",1,"n",25.5185185185185
" c37","fastmusic",1,"n",43.5185185185185
" c37","fastmusic",1,"n",57.5185185185185
" c37","fastmusic",1,"w",-62.4814814814815
" c37","fastmusic",1,"w",118.518518518519
" c37","fastmusic",1,"a",6.51851851851853
" c37","fastmusic",1,"n",114.518518518519
" c37","fastmusic",1,"n",218.518518518519
" c37","fastmusic",1,"a",-130.481481481481
" c37","fastmusic",1,"a",-15.4814814814815
" c37","fastmusic",1,"w",12.5185185185185
" c37","fastmusic",1.5,"w",-86.8148148148148
" c37","fastmusic",1.5,"w",0.185185185185219
" c37","fastmusic",1.5,"n",83.1851851851852
" c37","fastmusic",1.5,"n",152.185185185185
" c37","fastmusic",1.5,"w",135.185185185185
" c37","fastmusic",1.5,"a",-31.8148148148148
" c37","fastmusic",1.5,"w",-60.8148148148148
" c37","fastmusic",1.5,"a",-27.8148148148148
" c37","fastmusic",1.5,"n",90.1851851851852
" c37","fastmusic",1.5,"n",-42.8148148148148
" c37","fastmusic",1.5,"n",31.1851851851852
" c37","fastmusic",1.5,"a",-49.8148148148148
" c37","fastmusic",1.5,"w",-0.814814814814781
" c37","fastmusic",1.5,"n",-174.814814814815
" c37","fastmusic",1.5,"w",34.1851851851852
" c37","fastmusic",1.5,"w",-60.8148148148148
" c37","fastmusic",1.5,"a",60.1851851851852
" c37","fastmusic",1.5,"w",51.1851851851852
" c37","fastmusic",1.5,"a",-111.814814814815
" c37","fastmusic",1.5,"n",-160.814814814815
" c37","fastmusic",1.5,"n",97.1851851851852
" c37","fastmusic",1.5,"a",4.18518518518522
" c37","fastmusic",1.5,"w",-140.814814814815
" c37","fastmusic",1.5,"w",-92.8148148148148
" c37","fastmusic",1.5,"n",147.185185185185
" c37","fastmusic",1.5,"a",-46.8148148148148
" c37","fastmusic",1.5,"n",203.185185185185
"c1","fastmusic",0.5,"a",-105.275862068965
"c1","fastmusic",0.5,"n",32.7241379310345
"c1","fastmusic",0.5,"n",238.724137931035
"c1","fastmusic",0.5,"a",-137.275862068965
"c1","fastmusic",0.5,"n",212.724137931035
"c1","fastmusic",0.5,"w",-59.2758620689655
"c1","fastmusic",0.5,"w",-39.2758620689655
"c1","fastmusic",0.5,"w",-124.275862068965
"c1","fastmusic",0.5,"w",-17.2758620689655
"c1","fastmusic",0.5,"n",62.7241379310345
"c1","fastmusic",0.5,"n",290.724137931035
"c1","fastmusic",0.5,"a",-95.2758620689655
"c1","fastmusic",0.5,"w",-72.2758620689655
"c1","fastmusic",0.5,"w",-57.2758620689655
"c1","fastmusic",0.5,"a",-15.2758620689655
"c1","fastmusic",0.5,"a",-81.2758620689655
"c1","fastmusic",0.5,"n",23.7241379310345
"c1","fastmusic",0.5,"n",125.724137931035
"c1","fastmusic",0.5,"n",-53.2758620689655
"c1","fastmusic",0.5,"a",-39.2758620689655
"c1","fastmusic",0.5,"n",211.724137931035
"c1","fastmusic",0.5,"w",-37.2758620689655
"c1","fastmusic",0.5,"a",24.7241379310345
"c1","fastmusic",0.5,"w",-53.2758620689655
"c1","fastmusic",0.5,"a",-41.2758620689655
"c1","fastmusic",0.5,"a",-26.2758620689655
"c1","fastmusic",0.5,"n",48.7241379310345
"c1","fastmusic",0.5,"w",-81.2758620689655
"c1","fastmusic",0.5,"w",-136.275862068965
"c1","fastmusic",1,"n",12.4193548387097
"c1","fastmusic",1,"w",0.419354838709694
"c1","fastmusic",1,"n",-23.5806451612903
"c1","fastmusic",1,"n",118.41935483871
"c1","fastmusic",1,"w",-16.5806451612903
"c1","fastmusic",1,"a",-116.58064516129
"c1","fastmusic",1,"a",-70.5806451612903
"c1","fastmusic",1,"w",-98.5806451612903
"c1","fastmusic",1,"n",103.41935483871
"c1","fastmusic",1,"n",12.4193548387097
"c1","fastmusic",1,"a",-58.5806451612903
"c1","fastmusic",1,"n",71.4193548387097
"c1","fastmusic",1,"n",12.4193548387097
"c1","fastmusic",1,"a",87.4193548387097
"c1","fastmusic",1,"w",106.41935483871
"c1","fastmusic",1,"a",-48.5806451612903
"c1","fastmusic",1,"w",-75.5806451612903
"c1","fastmusic",1,"a",27.4193548387097
"c1","fastmusic",1,"w",-50.5806451612903
"c1","fastmusic",1,"n",19.4193548387097
"c1","fastmusic",1,"a",-75.5806451612903
"c1","fastmusic",1,"w",-54.5806451612903
"c1","fastmusic",1,"w",10.4193548387097
"c1","fastmusic",1,"a",-4.58064516129031
"c1","fastmusic",1,"a",-79.5806451612903
"c1","fastmusic",1,"a",-118.58064516129
"c1","fastmusic",1,"w",-45.5806451612903
"c1","fastmusic",1,"w",-38.5806451612903
"c1","fastmusic",1,"n",236.41935483871
"c1","fastmusic",1,"n",272.41935483871
"c1","fastmusic",1,"a",-114.58064516129
"c1","fastmusic",1.5,"a",-60.1
"c1","fastmusic",1.5,"a",-79.1
"c1","fastmusic",1.5,"w",-38.1
"c1","fastmusic",1.5,"a",-104.1
"c1","fastmusic",1.5,"w",3.89999999999998
"c1","fastmusic",1.5,"n",-6.10000000000002
"c1","fastmusic",1.5,"w",-34.1
"c1","fastmusic",1.5,"w",-104.1
"c1","fastmusic",1.5,"a",-119.1
"c1","fastmusic",1.5,"w",-102.1
"c1","fastmusic",1.5,"a",-88.1
"c1","fastmusic",1.5,"n",51.9
"c1","fastmusic",1.5,"n",53.9
"c1","fastmusic",1.5,"a",-28.1
"c1","fastmusic",1.5,"n",21.9
"c1","fastmusic",1.5,"w",-77.1
"c1","fastmusic",1.5,"a",-9.10000000000002
"c1","fastmusic",1.5,"n",19.9
"c1","fastmusic",1.5,"a",1.89999999999998
"c1","fastmusic",1.5,"a",-71.1
"c1","fastmusic",1.5,"n",209.9
"c1","fastmusic",1.5,"n",210.9
"c1","fastmusic",1.5,"n",234.9
"c1","fastmusic",1.5,"w",-10.1
"c1","fastmusic",1.5,"n",261.9
"c1","fastmusic",1.5,"n",-6.10000000000002
"c1","fastmusic",1.5,"w",-63.1
"c1","fastmusic",1.5,"w",-28.1
"c1","fastmusic",1.5,"w",55.9
"c1","fastmusic",1.5,"a",-99.1
"c1","nomusic",0.5,"a",-20.925925925926
"c1","nomusic",0.5,"w",-61.925925925926
"c1","nomusic",0.5,"w",-58.925925925926
"c1","nomusic",0.5,"a",-33.925925925926
"c1","nomusic",0.5,"a",-115.925925925926
"c1","nomusic",0.5,"a",-128.925925925926
"c1","nomusic",0.5,"w",-98.925925925926
"c1","nomusic",0.5,"n",193.074074074074
"c1","nomusic",0.5,"w",17.074074074074
"c1","nomusic",0.5,"w",-87.925925925926
"c1","nomusic",0.5,"a",-73.925925925926
"c1","nomusic",0.5,"n",319.074074074074
"c1","nomusic",0.5,"a",-35.925925925926
"c1","nomusic",0.5,"w",-93.925925925926
"c1","nomusic",0.5,"n",63.074074074074
"c1","nomusic",0.5,"n",-10.925925925926
"c1","nomusic",0.5,"n",-10.925925925926
"c1","nomusic",0.5,"n",188.074074074074
"c1","nomusic",0.5,"a",-75.925925925926
"c1","nomusic",0.5,"n",-10.925925925926
"c1","nomusic",0.5,"w",-75.925925925926
"c1","nomusic",0.5,"w",78.074074074074
"c1","nomusic",0.5,"n",149.074074074074
"c1","nomusic",0.5,"n",-10.925925925926
"c1","nomusic",0.5,"w",-14.925925925926
"c1","nomusic",0.5,"w",-83.925925925926
"c1","nomusic",0.5,"n",98.074074074074
"c1","nomusic",1,"n",-31.7037037037037
"c1","nomusic",1,"n",142.296296296296
"c1","nomusic",1,"a",-9.7037037037037
"c1","nomusic",1,"n",-31.7037037037037
"c1","nomusic",1,"a",69.2962962962963
"c1","nomusic",1,"a",64.2962962962963
"c1","nomusic",1,"a",-77.7037037037037
"c1","nomusic",1,"w",23.2962962962963
"c1","nomusic",1,"n",27.2962962962963
"c1","nomusic",1,"w",-30.7037037037037
"c1","nomusic",1,"w",131.296296296296
"c1","nomusic",1,"n",168.296296296296
"c1","nomusic",1,"w",-89.7037037037037
"c1","nomusic",1,"w",-103.703703703704
"c1","nomusic",1,"n",120.296296296296
"c1","nomusic",1,"n",92.2962962962963
"c1","nomusic",1,"a",-19.7037037037037
"c1","nomusic",1,"w",-118.703703703704
"c1","nomusic",1,"w",-143.703703703704
"c1","nomusic",1,"a",89.2962962962963
"c1","nomusic",1,"w",-164.703703703704
"c1","nomusic",1,"n",51.2962962962963
"c1","nomusic",1,"a",-53.7037037037037
"c1","nomusic",1,"n",11.2962962962963
"c1","nomusic",1,"a",-83.7037037037037
"c1","nomusic",1,"n",-7.7037037037037
"c1","nomusic",1,"w",-23.7037037037037
"c1","nomusic",1.5,"n",67.925925925926
"c1","nomusic",1.5,"a",-25.074074074074
"c1","nomusic",1.5,"n",181.925925925926
"c1","nomusic",1.5,"w",-23.074074074074
"c1","nomusic",1.5,"w",-14.074074074074
"c1","nomusic",1.5,"w",-163.074074074074
"c1","nomusic",1.5,"n",247.925925925926
"c1","nomusic",1.5,"n",-23.074074074074
"c1","nomusic",1.5,"w",-25.074074074074
"c1","nomusic",1.5,"w",-61.074074074074
"c1","nomusic",1.5,"w",-140.074074074074
"c1","nomusic",1.5,"n",310.925925925926
"c1","nomusic",1.5,"n",21.925925925926
"c1","nomusic",1.5,"a",46.925925925926
"c1","nomusic",1.5,"a",-112.074074074074
"c1","nomusic",1.5,"w",-133.074074074074
"c1","nomusic",1.5,"n",29.925925925926
"c1","nomusic",1.5,"n",122.925925925926
"c1","nomusic",1.5,"w",52.925925925926
"c1","nomusic",1.5,"n",94.925925925926
"c1","nomusic",1.5,"a",-67.074074074074
"c1","nomusic",1.5,"a",-96.074074074074
"c1","nomusic",1.5,"a",-127.074074074074
"c1","nomusic",1.5,"n",-36.074074074074
"c1","nomusic",1.5,"w",-124.074074074074
"c1","nomusic",1.5,"a",-151.074074074074
"c1","nomusic",1.5,"w",142.925925925926
"c1","slowmusic",0.5,"a",-87.1
"c1","slowmusic",0.5,"a",-81.1
"c1","slowmusic",0.5,"w",5.89999999999998
"c1","slowmusic",0.5,"w",-82.1
"c1","slowmusic",0.5,"a",-124.1
"c1","slowmusic",0.5,"a",-146.1
"c1","slowmusic",0.5,"a",-61.1
"c1","slowmusic",0.5,"w",-14.1
"c1","slowmusic",0.5,"n",71.9
"c1","slowmusic",0.5,"w",172.9
"c1","slowmusic",0.5,"a",-122.1
"c1","slowmusic",0.5,"n",-39.1
"c1","slowmusic",0.5,"w",104.9
"c1","slowmusic",0.5,"n",65.9
"c1","slowmusic",0.5,"a",206.9
"c1","slowmusic",0.5,"a",305.9
"c1","slowmusic",0.5,"a",-68.1
"c1","slowmusic",0.5,"w",-68.1
"c1","slowmusic",0.5,"n",125.9
"c1","slowmusic",0.5,"w",-91.1
"c1","slowmusic",0.5,"n",20.9
"c1","slowmusic",0.5,"a",0.899999999999977
"c1","slowmusic",0.5,"n",-59.1
"c1","slowmusic",0.5,"n",106.9
"c1","slowmusic",0.5,"a",-99.1
"c1","slowmusic",0.5,"w",-35.1
"c1","slowmusic",0.5,"n",-39.1
"c1","slowmusic",0.5,"w",-37.1
"c1","slowmusic",0.5,"n",2.89999999999998
"c1","slowmusic",0.5,"n",61.9
"c1","slowmusic",1,"n",89.1379310344828
"c1","slowmusic",1,"w",-49.8620689655172
"c1","slowmusic",1,"w",-79.8620689655172
"c1","slowmusic",1,"w",-43.8620689655172
"c1","slowmusic",1,"a",-93.8620689655172
"c1","slowmusic",1,"a",-131.862068965517
"c1","slowmusic",1,"w",-95.8620689655172
"c1","slowmusic",1,"a",-117.862068965517
"c1","slowmusic",1,"a",92.1379310344828
"c1","slowmusic",1,"n",139.137931034483
"c1","slowmusic",1,"a",-60.8620689655172
"c1","slowmusic",1,"a",-37.8620689655172
"c1","slowmusic",1,"w",-3.86206896551721
"c1","slowmusic",1,"a",45.1379310344828
"c1","slowmusic",1,"w",-23.8620689655172
"c1","slowmusic",1,"n",-0.86206896551721
"c1","slowmusic",1,"w",-117.862068965517
"c1","slowmusic",1,"n",194.137931034483
"c1","slowmusic",1,"w",100.137931034483
"c1","slowmusic",1,"n",92.1379310344828
"c1","slowmusic",1,"a",-75.8620689655172
"c1","slowmusic",1,"n",107.137931034483
"c1","slowmusic",1,"n",237.137931034483
"c1","slowmusic",1,"w",47.1379310344828
"c1","slowmusic",1,"w",-71.8620689655172
"c1","slowmusic",1,"n",15.1379310344828
"c1","slowmusic",1,"a",-106.862068965517
"c1","slowmusic",1,"n",11.1379310344828
"c1","slowmusic",1,"a",-56.8620689655172
"c1","slowmusic",1.5,"n",134.714285714286
"c1","slowmusic",1.5,"w",-71.2857142857143
"c1","slowmusic",1.5,"n",68.7142857142857
"c1","slowmusic",1.5,"n",58.7142857142857
"c1","slowmusic",1.5,"w",-15.2857142857143
"c1","slowmusic",1.5,"a",-67.2857142857143
"c1","slowmusic",1.5,"n",76.7142857142857
"c1","slowmusic",1.5,"n",-29.2857142857143
"c1","slowmusic",1.5,"n",-14.2857142857143
"c1","slowmusic",1.5,"n",211.714285714286
"c1","slowmusic",1.5,"n",143.714285714286
"c1","slowmusic",1.5,"w",33.7142857142857
"c1","slowmusic",1.5,"w",13.7142857142857
"c1","slowmusic",1.5,"w",-10.2857142857143
"c1","slowmusic",1.5,"w",-68.2857142857143
"c1","slowmusic",1.5,"w",2.71428571428572
"c1","slowmusic",1.5,"a",-113.285714285714
"c1","slowmusic",1.5,"a",66.7142857142857
"c1","slowmusic",1.5,"a",-87.2857142857143
"c1","slowmusic",1.5,"a",-83.2857142857143
"c1","slowmusic",1.5,"a",-99.2857142857143
"c1","slowmusic",1.5,"a",-139.285714285714
"c1","slowmusic",1.5,"n",-115.285714285714
"c1","slowmusic",1.5,"a",-120.285714285714
"c1","slowmusic",1.5,"n",230.714285714286
"c1","slowmusic",1.5,"w",-51.2857142857143
"c1","slowmusic",1.5,"a",98.7142857142857
"c1","slowmusic",1.5,"w",-55.2857142857143
"c10","fastmusic",0.5,"w",-1.0344827586207
"c10","fastmusic",0.5,"n",162.965517241379
"c10","fastmusic",0.5,"w",253.965517241379
"c10","fastmusic",0.5,"w",72.9655172413793
"c10","fastmusic",0.5,"a",-88.0344827586207
"c10","fastmusic",0.5,"a",-89.0344827586207
"c10","fastmusic",0.5,"w",-17.0344827586207
"c10","fastmusic",0.5,"w",-132.034482758621
"c10","fastmusic",0.5,"a",-28.0344827586207
"c10","fastmusic",0.5,"n",140.965517241379
"c10","fastmusic",0.5,"w",41.9655172413793
"c10","fastmusic",0.5,"n",-85.0344827586207
"c10","fastmusic",0.5,"n",256.965517241379
"c10","fastmusic",0.5,"a",-36.0344827586207
"c10","fastmusic",0.5,"w",-44.0344827586207
"c10","fastmusic",0.5,"n",178.965517241379
"c10","fastmusic",0.5,"a",9.9655172413793
"c10","fastmusic",0.5,"n",198.965517241379
"c10","fastmusic",0.5,"w",154.965517241379
"c10","fastmusic",0.5,"a",-88.0344827586207
"c10","fastmusic",0.5,"n",-73.0344827586207
"c10","fastmusic",0.5,"a",-204.034482758621
"c10","fastmusic",0.5,"a",-80.0344827586207
"c10","fastmusic",0.5,"w",-187.034482758621
"c10","fastmusic",0.5,"n",-131.034482758621
"c10","fastmusic",0.5,"n",-174.034482758621
"c10","fastmusic",0.5,"a",131.965517241379
"c10","fastmusic",0.5,"w",-57.0344827586207
"c10","fastmusic",0.5,"n",-90.0344827586207
"c10","fastmusic",1,"n",-99.5
"c10","fastmusic",1,"w",-30.5
"c10","fastmusic",1,"n",103.5
"c10","fastmusic",1,"a",27.5
"c10","fastmusic",1,"a",-81.5
"c10","fastmusic",1,"a",-31.5
"c10","fastmusic",1,"w",-27.5
"c10","fastmusic",1,"a",-189.5
"c10","fastmusic",1,"n",-136.5
"c10","fastmusic",1,"n",338.5
"c10","fastmusic",1,"n",21
"c10","fastmusic",1,"a",40.5
"c10","fastmusic",1,"a",-164.5
"c10","fastmusic",1,"n",-158.5
"c10","fastmusic",1,"a",-137.5
"c10","fastmusic",1,"w",-29.5
"c10","fastmusic",1,"w",135.5
"c10","fastmusic",1,"w",-22.5
"c10","fastmusic",1,"n",-52.5
"c10","fastmusic",1,"a",23.5
"c10","fastmusic",1,"a",-124.5
"c10","fastmusic",1,"n",108.5
"c10","fastmusic",1,"w",323.5
"c10","fastmusic",1,"a",-40.5
"c10","fastmusic",1,"a",-54.5
"c10","fastmusic",1,"w",-59.5
"c10","fastmusic",1,"w",-77.5
"c10","fastmusic",1,"n",147.5
"c10","fastmusic",1,"w",22.5
"c10","fastmusic",1,"w",89.5
"c10","fastmusic",1,"n",136.5
"c10","fastmusic",1.5,"w",95.3833333333333
"c10","fastmusic",1.5,"n",382.383333333333
"c10","fastmusic",1.5,"w",-21.6166666666667
"c10","fastmusic",1.5,"n",-135.616666666667
"c10","fastmusic",1.5,"a",-140.616666666667
"c10","fastmusic",1.5,"n",191.383333333333
"c10","fastmusic",1.5,"w",-12.6166666666667
"c10","fastmusic",1.5,"w",-113.616666666667
"c10","fastmusic",1.5,"n",127.383333333333
"c10","fastmusic",1.5,"a",39.3833333333333
"c10","fastmusic",1.5,"a",-125.616666666667
"c10","fastmusic",1.5,"w",-87.6166666666667
"c10","fastmusic",1.5,"w",-153.616666666667
"c10","fastmusic",1.5,"n",-128.616666666667
"c10","fastmusic",1.5,"n",23.8833333333333
"c10","fastmusic",1.5,"a",-13.6166666666667
"c10","fastmusic",1.5,"w",35.3833333333333
"c10","fastmusic",1.5,"w",84.3833333333333
"c10","fastmusic",1.5,"a",-69.6166666666667
"c10","fastmusic",1.5,"a",-101.616666666667
"c10","fastmusic",1.5,"n",-189.616666666667
"c10","fastmusic",1.5,"a",-30.6166666666667
"c10","fastmusic",1.5,"w",3.38333333333333
"c10","fastmusic",1.5,"a",148.383333333333
"c10","fastmusic",1.5,"n",229.383333333333
"c10","fastmusic",1.5,"a",134.383333333333
"c10","fastmusic",1.5,"n",-146.616666666667
"c10","fastmusic",1.5,"a",-92.6166666666667
"c10","fastmusic",1.5,"n",40.3833333333333
"c10","fastmusic",1.5,"w",28.3833333333333
"c10","nomusic",0.5,"w",-15.8333333333334
"c10","nomusic",0.5,"w",-109.833333333333
"c10","nomusic",0.5,"w",-46.8333333333334
"c10","nomusic",0.5,"w",-10.8333333333334
"c10","nomusic",0.5,"a",-108.833333333333
"c10","nomusic",0.5,"n",-34.8333333333334
"c10","nomusic",0.5,"w",4.16666666666663
"c10","nomusic",0.5,"n",-31.8333333333334
"c10","nomusic",0.5,"n",38.1666666666666
"c10","nomusic",0.5,"n",86.1666666666666
"c10","nomusic",0.5,"a",-59.8333333333334
"c10","nomusic",0.5,"n",176.166666666667
"c10","nomusic",0.5,"n",100.166666666667
"c10","nomusic",0.5,"a",47.1666666666666
"c10","nomusic",0.5,"a",-57.8333333333334
"c10","nomusic",0.5,"a",68.1666666666666
"c10","nomusic",0.5,"n",-19.8333333333334
"c10","nomusic",0.5,"a",0.166666666666629
"c10","nomusic",0.5,"a",-99.8333333333334
"c10","nomusic",0.5,"w",-28.8333333333334
"c10","nomusic",0.5,"w",-48.8333333333334
"c10","nomusic",0.5,"n",-36.8333333333334
"c10","nomusic",0.5,"w",-10.8333333333334
"c10","nomusic",0.5,"w",-35.8333333333334
"c10","nomusic",0.5,"n",-15.3333333333334
"c10","nomusic",0.5,"n",271.166666666667
"c10","nomusic",0.5,"w",-18.8333333333334
"c10","nomusic",1,"n",21.425925925926
"c10","nomusic",1,"w",318.425925925926
"c10","nomusic",1,"a",-103.574074074074
"c10","nomusic",1,"a",-132.574074074074
"c10","nomusic",1,"a",148.425925925926
"c10","nomusic",1,"w",55.425925925926
"c10","nomusic",1,"n",109.425925925926
"c10","nomusic",1,"a",-102.574074074074
"c10","nomusic",1,"a",-23.574074074074
"c10","nomusic",1,"a",-126.574074074074
"c10","nomusic",1,"w",-19.574074074074
"c10","nomusic",1,"n",33.425925925926
"c10","nomusic",1,"w",-76.574074074074
"c10","nomusic",1,"w",-94.574074074074
"c10","nomusic",1,"n",57.425925925926
"c10","nomusic",1,"w",101.425925925926
"c10","nomusic",1,"w",-152.574074074074
"c10","nomusic",1,"a",-227.574074074074
"c10","nomusic",1,"n",118.425925925926
"c10","nomusic",1,"n",-103.074074074074
"c10","nomusic",1,"n",-103.074074074074
"c10","nomusic",1,"a",-88.574074074074
"c10","nomusic",1,"n",12.425925925926
"c10","nomusic",1,"n",321.425925925926
"c10","nomusic",1,"n",-103.074074074074
"c10","nomusic",1,"w",228.425925925926
"c10","nomusic",1,"w",-68.574074074074
"c10","nomusic",1.5,"w",-70.6851851851852
"c10","nomusic",1.5,"w",172.314814814815
"c10","nomusic",1.5,"w",-54.6851851851852
"c10","nomusic",1.5,"w",-88.6851851851852
"c10","nomusic",1.5,"n",-62.1851851851852
"c10","nomusic",1.5,"n",282.314814814815
"c10","nomusic",1.5,"w",94.3148148148148
"c10","nomusic",1.5,"w",-117.685185185185
"c10","nomusic",1.5,"a",31.3148148148148
"c10","nomusic",1.5,"a",-49.6851851851852
"c10","nomusic",1.5,"n",-62.1851851851852
"c10","nomusic",1.5,"n",274.314814814815
"c10","nomusic",1.5,"a",51.3148148148148
"c10","nomusic",1.5,"w",51.3148148148148
"c10","nomusic",1.5,"w",-46.6851851851852
"c10","nomusic",1.5,"n",-5.68518518518522
"c10","nomusic",1.5,"n",80.3148148148148
"c10","nomusic",1.5,"n",4.31481481481478
"c10","nomusic",1.5,"n",-62.1851851851852
"c10","nomusic",1.5,"n",113.314814814815
"c10","nomusic",1.5,"w",-35.6851851851852
"c10","nomusic",1.5,"n",64.3148148148148
"c10","nomusic",1.5,"a",-62.6851851851852
"c10","nomusic",1.5,"a",-123.685185185185
"c10","nomusic",1.5,"a",-167.685185185185
"c10","nomusic",1.5,"w",-62.6851851851852
"c10","nomusic",1.5,"a",-146.685185185185
"c10","slowmusic",0.5,"a",-99.8275862068965
"c10","slowmusic",0.5,"w",-163.827586206897
"c10","slowmusic",0.5,"a",-104.827586206897
"c10","slowmusic",0.5,"n",14.1724137931035
"c10","slowmusic",0.5,"a",-33.8275862068965
"c10","slowmusic",0.5,"n",100.172413793103
"c10","slowmusic",0.5,"a",-56.8275862068965
"c10","slowmusic",0.5,"a",-32.8275862068965
"c10","slowmusic",0.5,"n",242.172413793103
"c10","slowmusic",0.5,"a",-44.8275862068965
"c10","slowmusic",0.5,"w",-46.8275862068965
"c10","slowmusic",0.5,"a",3.17241379310349
"c10","slowmusic",0.5,"w",-21.8275862068965
"c10","slowmusic",0.5,"n",385.172413793103
"c10","slowmusic",0.5,"w",-5.82758620689651
"c10","slowmusic",0.5,"w",90.1724137931035
"c10","slowmusic",0.5,"w",-175.827586206897
"c10","slowmusic",0.5,"a",-167.827586206897
"c10","slowmusic",0.5,"n",-224.827586206897
"c10","slowmusic",0.5,"n",257.172413793103
"c10","slowmusic",0.5,"a",11.1724137931035
"c10","slowmusic",0.5,"n",252.172413793103
"c10","slowmusic",0.5,"n",13.1724137931035
"c10","slowmusic",0.5,"w",14.1724137931035
"c10","slowmusic",0.5,"n",-130.827586206897
"c10","slowmusic",0.5,"a",-54.8275862068965
"c10","slowmusic",0.5,"w",51.1724137931035
"c10","slowmusic",0.5,"n",54.1724137931035
"c10","slowmusic",0.5,"w",-122.827586206897
"c10","slowmusic",1,"w",-10.7068965517242
"c10","slowmusic",1,"a",65.2931034482758
"c10","slowmusic",1,"w",-57.7068965517242
"c10","slowmusic",1,"w",12.7931034482758
"c10","slowmusic",1,"w",-162.706896551724
"c10","slowmusic",1,"a",-38.7068965517242
"c10","slowmusic",1,"a",-160.706896551724
"c10","slowmusic",1,"w",-52.7068965517242
"c10","slowmusic",1,"w",-90.7068965517242
"c10","slowmusic",1,"w",-159.706896551724
"c10","slowmusic",1,"n",-111.706896551724
"c10","slowmusic",1,"n",336.293103448276
"c10","slowmusic",1,"w",-90.7068965517242
"c10","slowmusic",1,"a",290.293103448276
"c10","slowmusic",1,"a",-41.7068965517242
"c10","slowmusic",1,"n",207.293103448276
"c10","slowmusic",1,"w",84.2931034482758
"c10","slowmusic",1,"n",235.293103448276
"c10","slowmusic",1,"a",-163.706896551724
"c10","slowmusic",1,"n",389.293103448276
"c10","slowmusic",1,"n",317.293103448276
"c10","slowmusic",1,"n",-202.706896551724
"c10","slowmusic",1,"a",-117.706896551724
"c10","slowmusic",1,"a",-113.706896551724
"c10","slowmusic",1,"w",-93.7068965517242
"c10","slowmusic",1,"a",-130.706896551724
"c10","slowmusic",1,"n",141.293103448276
"c10","slowmusic",1,"n",-172.706896551724
"c10","slowmusic",1,"a",-106.706896551724
"c10","slowmusic",1.5,"n",214.98275862069
"c10","slowmusic",1.5,"n",88.9827586206897
"c10","slowmusic",1.5,"w",-54.5172413793103
"c10","slowmusic",1.5,"a",-151.01724137931
"c10","slowmusic",1.5,"w",6.98275862068965
"c10","slowmusic",1.5,"n",-174.01724137931
"c10","slowmusic",1.5,"w",179.98275862069
"c10","slowmusic",1.5,"a",-51.0172413793103
"c10","slowmusic",1.5,"a",-85.0172413793103
"c10","slowmusic",1.5,"w",-158.01724137931
"c10","slowmusic",1.5,"a",-42.0172413793103
"c10","slowmusic",1.5,"n",270.98275862069
"c10","slowmusic",1.5,"a",9.98275862068965
"c10","slowmusic",1.5,"n",193.98275862069
"c10","slowmusic",1.5,"a",-54.5172413793103
"c10","slowmusic",1.5,"n",-24.0172413793103
"c10","slowmusic",1.5,"a",135.98275862069
"c10","slowmusic",1.5,"w",-77.0172413793103
"c10","slowmusic",1.5,"a",-233.01724137931
"c10","slowmusic",1.5,"w",46.9827586206897
"c10","slowmusic",1.5,"w",-183.01724137931
"c10","slowmusic",1.5,"n",254.98275862069
